City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
367,Baft,29.234,56.6057,39.09,67,3,1.34,IR,clear sky,2022-02-06 04:52:44
368,Amantea,39.1332,16.0746,53.65,82,91,4.05,IT,overcast clouds,2022-02-06 04:52:44
369,Cerano,20.1167,-101.3833,53.42,51,39,4.54,MX,scattered clouds,2022-02-06 04:52:45
370,Broken Hill,-31.95,141.4333,83.91,23,75,19.57,AU,broken clouds,2022-02-06 04:52:45
371,Shelburne,44.0787,-80.2041,13.28,81,93,12.21,CA,overcast clouds,2022-02-06 04:52:46
372,Gavle,60.6745,17.1417,42.73,92,100,7.0,SE,overcast clouds,2022-02-06 04:52:46
373,Necochea,-38.5473,-58.7368,59.04,82,100,21.39,AR,light rain,2022-02-06 04:52:47
374,Coban,15.4833,-90.3667,56.07,100,100,3.27,GT,overcast clouds,2022-02-06 04:52:47
375,Beringovskiy,63.05,179.3167,-12.39,95,66,12.3,RU,broken clouds,2022-02-06 04:52:47
376,West Wendover,40.7391,-114.0733,34.95,48,40,5.53,US,scattered clouds,2022-02-06 04:52:48
377,Dutlwe,-23.9833,23.9,69.51,70,35,14.94,BW,scattered clouds,2022-02-06 04:52:48
378,Ahar,38.4774,47.0699,15.44,77,9,6.44,IR,clear sky,2022-02-06 04:52:49
379,Kandete,-9.15,33.8,62.08,83,100,1.34,TZ,overcast clouds,2022-02-06 04:52:49
380,Santa Maria,-29.6842,-53.8069,66.79,62,31,6.38,BR,scattered clouds,2022-02-06 04:52:49
381,Tautira,-17.7333,-149.15,86.0,75,52,19.39,PF,light rain,2022-02-06 04:52:50
382,Kaputa,-8.4689,29.6619,67.89,86,100,2.01,ZM,overcast clouds,2022-02-06 04:52:50
383,Palu,-0.8917,119.8707,88.68,62,100,3.44,ID,overcast clouds,2022-02-06 04:52:50
384,Porto Velho,-8.7619,-63.9039,75.25,94,0,0.0,BR,clear sky,2022-02-06 04:52:51
385,Quatre Cocos,-20.2078,57.7625,82.09,77,100,14.38,MU,overcast clouds,2022-02-06 04:52:51
386,Chabahar,25.2919,60.643,72.79,71,0,2.21,IR,clear sky,2022-02-06 04:52:52
387,Ico,-6.4011,-38.8622,73.58,84,71,5.01,BR,broken clouds,2022-02-06 04:52:18
388,Namatanai,-3.6667,152.4333,86.0,63,60,11.9,PG,broken clouds,2022-02-06 04:52:52
389,Bowen,-20.0167,148.2333,80.82,62,28,19.28,AU,scattered clouds,2022-02-06 04:52:53
390,Nizhnevartovsk,60.9344,76.5531,17.62,86,100,11.18,RU,overcast clouds,2022-02-06 04:52:53
391,Potiskum,11.7091,11.0694,56.61,37,0,8.75,NG,clear sky,2022-02-06 04:52:53
392,Bathsheba,13.2167,-59.5167,77.61,73,40,11.5,BB,scattered clouds,2022-02-06 04:52:54
393,Ipixuna,-1.7625,-48.8043,76.95,98,100,2.62,BR,overcast clouds,2022-02-06 04:52:54
394,Waddan,29.1614,16.139,53.51,27,89,5.5,LY,overcast clouds,2022-02-06 04:52:55
395,Tupik,54.4253,119.9327,5.22,74,68,2.62,RU,broken clouds,2022-02-06 04:52:55
396,Zharkent,44.1628,80.0,33.28,27,0,4.94,KZ,clear sky,2022-02-06 04:52:56
397,San Vicente,-26.6167,-54.1333,62.89,98,65,1.12,AR,broken clouds,2022-02-06 04:52:56
398,Foki,56.693,54.3499,16.88,95,98,4.41,RU,overcast clouds,2022-02-06 04:52:57
399,Bani Walid,31.7566,13.9942,54.32,35,100,2.55,LY,overcast clouds,2022-02-06 04:52:57
400,Pihuamo,19.2499,-103.3828,62.15,73,5,3.09,MX,clear sky,2022-02-06 04:52:58
401,Mastic Beach,40.7668,-72.8521,21.04,55,0,3.0,US,clear sky,2022-02-06 04:52:58
402,Taoudenni,22.6783,-3.9836,63.79,13,98,9.89,ML,overcast clouds,2022-02-06 04:53:58
403,Kerchevskiy,59.946,56.2884,9.05,93,30,4.7,RU,scattered clouds,2022-02-06 04:53:59
404,Umm Kaddadah,13.6017,26.6876,51.55,31,78,17.22,SD,broken clouds,2022-02-06 04:53:59
405,Saint-Augustin,51.226,-58.6502,2.41,80,100,18.79,CA,overcast clouds,2022-02-06 04:54:00
406,Mehamn,71.0357,27.8492,23.4,85,76,20.94,NO,broken clouds,2022-02-06 04:54:00
407,Kaitangata,-46.2817,169.8464,54.93,58,27,7.05,NZ,scattered clouds,2022-02-06 04:54:00
408,Agadez,19.75,10.25,50.67,29,0,2.26,NE,clear sky,2022-02-06 04:54:01
409,Kirensk,57.7853,108.1119,21.92,86,100,11.14,RU,light snow,2022-02-06 04:54:01
410,La Asuncion,11.0333,-63.8628,85.73,66,3,8.05,VE,clear sky,2022-02-06 04:54:02
411,Sidrolandia,-20.9319,-54.9614,74.19,93,100,0.83,BR,light rain,2022-02-06 04:54:02
412,Pangkalanbuun,-2.6833,111.6167,93.79,46,100,4.0,ID,moderate rain,2022-02-06 04:54:02
413,Udachnyy,66.4167,112.4,-17.55,82,95,1.83,RU,overcast clouds,2022-02-06 04:54:03
414,Kampong Thum,12.7111,104.8887,91.4,34,20,10.47,KH,few clouds,2022-02-06 04:54:03
415,Punto Fijo,11.6956,-70.1996,77.0,76,2,14.7,VE,clear sky,2022-02-06 04:54:04
416,Nouadhibou,20.931,-17.0347,64.31,83,0,15.73,MR,clear sky,2022-02-06 04:54:04
417,Xining,36.6167,101.7667,17.13,64,100,3.33,CN,overcast clouds,2022-02-06 04:54:04
418,Belyy Yar,53.6039,91.3903,-0.51,85,63,0.0,RU,mist,2022-02-06 04:54:05
419,Constitucion,-35.3333,-72.4167,62.22,61,0,6.6,CL,clear sky,2022-02-06 04:54:05
420,Ahipara,-35.1667,173.1667,71.15,97,100,3.09,NZ,moderate rain,2022-02-06 04:54:06
421,Uige,-7.6087,15.0613,63.32,98,61,2.46,AO,broken clouds,2022-02-06 04:54:06
422,Nyurba,63.2842,118.3319,-1.52,95,100,4.34,RU,overcast clouds,2022-02-06 04:54:07
423,Markova,48.6758,24.4138,27.99,87,70,7.78,UA,broken clouds,2022-02-06 04:54:07
424,Krasnokamensk,50.0979,118.0369,8.8,74,100,4.38,RU,overcast clouds,2022-02-06 04:54:07
425,Kirakira,-10.4544,161.9205,84.61,75,95,7.67,SB,overcast clouds,2022-02-06 04:54:08
426,Menomonie,44.8755,-91.9193,25.39,68,89,3.44,US,overcast clouds,2022-02-06 04:54:08
427,Mardin,37.3131,40.7436,28.99,52,66,5.46,TR,broken clouds,2022-02-06 04:54:09
428,Bonavista,48.6499,-53.1147,30.11,96,100,26.04,CA,snow,2022-02-06 04:54:09
429,Henties Bay,-22.116,14.2845,66.85,79,97,4.52,NA,overcast clouds,2022-02-06 04:54:10
430,Nueva Gerona,21.8833,-82.8,74.88,66,20,15.97,CU,few clouds,2022-02-06 04:54:10
431,Kenai,60.5544,-151.2583,28.49,93,100,13.8,US,overcast clouds,2022-02-06 04:51:56
432,Wanning,18.8003,110.3967,72.18,74,97,12.06,CN,overcast clouds,2022-02-06 04:54:11
433,Bambanglipuro,-7.95,110.2833,74.61,68,71,3.91,ID,broken clouds,2022-02-06 04:54:11
434,Coxim,-18.5067,-54.76,74.86,90,91,0.87,BR,overcast clouds,2022-02-06 04:52:19
435,Levelland,33.5873,-102.378,32.2,47,0,9.06,US,clear sky,2022-02-06 04:53:32
436,Portland,45.5234,-122.6762,44.94,91,59,1.01,US,broken clouds,2022-02-06 04:53:48
437,Yeppoon,-23.1333,150.7333,85.78,61,22,23.35,AU,few clouds,2022-02-06 04:54:12
438,Mwinilunga,-11.7358,24.4293,60.31,98,100,3.31,ZM,overcast clouds,2022-02-06 04:54:12
439,Beloha,-25.1667,45.05,75.09,90,100,23.15,MG,light rain,2022-02-06 04:54:13
440,La Ronge,55.1001,-105.2842,-3.75,71,100,1.14,CA,overcast clouds,2022-02-06 04:54:13
441,Goldap,54.3063,22.3036,32.56,90,100,14.58,PL,overcast clouds,2022-02-06 04:52:27
442,Rocky Mountain House,52.3668,-114.9188,28.83,54,98,5.75,CA,overcast clouds,2022-02-06 04:54:14
443,Whitehorse,60.7161,-135.0538,29.17,94,100,17.0,CA,light snow,2022-02-06 04:51:39
444,Caucaia,-3.7361,-38.6531,81.03,73,40,3.44,BR,scattered clouds,2022-02-06 04:54:14
445,Laguna,38.421,-121.4238,54.1,75,0,6.91,US,clear sky,2022-02-06 04:54:15
446,Maposeni,-10.5833,35.4,68.95,93,100,1.77,TZ,overcast clouds,2022-02-06 04:54:15
447,East London,-33.0153,27.9116,67.14,94,0,8.05,ZA,clear sky,2022-02-06 04:54:16
448,Sijunjung,-0.6876,100.9537,72.64,97,100,2.1,ID,overcast clouds,2022-02-06 04:55:16
449,Fonte Boa,-2.4959,-66.2662,72.03,99,100,0.6,BR,overcast clouds,2022-02-06 04:55:16
450,Mayya,61.7333,130.2811,-25.69,92,99,1.57,RU,overcast clouds,2022-02-06 04:55:17
451,Tacoronte,28.4769,-16.4102,61.18,44,0,7.0,ES,clear sky,2022-02-06 04:55:17
452,Sechura,-5.5569,-80.8222,70.27,84,43,7.96,PE,scattered clouds,2022-02-06 04:55:18
453,Pemangkat,1.1667,108.9667,82.26,78,48,6.69,ID,scattered clouds,2022-02-06 04:55:18
454,Graaff-Reinet,-32.2522,24.5308,61.92,91,2,1.72,ZA,clear sky,2022-02-06 04:55:19
455,Mineiros,-17.5694,-52.5511,68.72,92,96,2.26,BR,overcast clouds,2022-02-06 04:52:56
456,Esparta,15.7437,-87.1766,71.74,90,20,5.03,HN,few clouds,2022-02-06 04:55:19
457,Alice Springs,-23.7,133.8833,83.75,23,0,4.61,AU,clear sky,2022-02-06 04:55:19
458,Ternate,0.8,127.4,85.59,67,100,6.02,ID,overcast clouds,2022-02-06 04:55:20
459,Sulangan,11.1373,123.7228,81.3,73,100,14.41,PH,overcast clouds,2022-02-06 04:55:20
460,Mombetsu,44.3525,143.3525,27.86,59,75,14.97,JP,broken clouds,2022-02-06 04:55:21
461,Cordoba,-31.4135,-64.1811,62.76,79,0,3.0,AR,clear sky,2022-02-06 04:55:22
462,Zhangjiakou,40.81,114.8794,23.22,36,38,5.26,CN,light snow,2022-02-06 04:55:22
463,Port Augusta,-32.5,137.7667,92.71,15,91,10.27,AU,overcast clouds,2022-02-06 04:55:22
464,Porto Belo,-27.1578,-48.5531,77.25,90,100,3.78,BR,overcast clouds,2022-02-06 04:55:23
465,Pop,40.8736,71.1089,39.69,30,100,2.71,UZ,overcast clouds,2022-02-06 04:55:23
466,Atrauli,28.0333,78.2833,59.72,63,1,3.38,IN,clear sky,2022-02-06 04:55:23
467,Ascension,30.2169,-90.9001,36.07,88,0,0.0,US,clear sky,2022-02-06 04:55:24
468,Rio Gallegos,-51.6226,-69.2181,55.45,71,0,5.75,AR,clear sky,2022-02-06 04:51:30
469,Parrita,9.5201,-84.3225,80.37,68,12,4.63,CR,few clouds,2022-02-06 04:55:24
470,Kovdor,67.5662,30.4758,16.03,89,100,7.52,RU,overcast clouds,2022-02-06 04:55:25
471,Lavrentiya,65.5833,-171.0,-17.21,94,28,10.76,RU,scattered clouds,2022-02-06 04:55:25
472,Acarau,-2.8856,-40.12,77.32,88,10,8.9,BR,clear sky,2022-02-06 04:55:26
473,La Palma,33.8464,-118.0467,63.48,49,0,0.0,US,clear sky,2022-02-06 04:55:26
474,Sochi,43.6,39.7303,35.69,77,100,12.46,RU,light snow,2022-02-06 04:55:27
475,Payson,40.0444,-111.7321,34.41,66,0,5.75,US,clear sky,2022-02-06 04:55:27
476,Tilichiki,60.4667,166.1,-6.52,79,2,8.52,RU,clear sky,2022-02-06 04:55:27
477,Marfino,55.7028,37.3822,15.94,92,75,6.71,RU,mist,2022-02-06 04:55:28
478,Iralaya,15.0,-83.2333,76.21,80,2,8.63,HN,clear sky,2022-02-06 04:55:28
479,Salinopolis,-0.6136,-47.3561,77.92,87,100,8.79,BR,overcast clouds,2022-02-06 04:55:28
480,Zambezi,-13.5432,23.1047,64.09,96,100,3.0,ZM,light rain,2022-02-06 04:55:29
481,Iaciara,-14.0958,-46.6317,69.03,96,99,1.72,BR,overcast clouds,2022-02-06 04:55:29
482,Oktyabrskoye,43.0645,44.7417,14.14,86,6,6.71,RU,clear sky,2022-02-06 04:55:30
483,Urumqi,43.801,87.6005,5.95,78,7,2.24,CN,mist,2022-02-06 04:54:02
484,Salinas,36.6777,-121.6555,54.7,62,0,0.0,US,clear sky,2022-02-06 04:50:45
485,Sioux Lookout,50.1001,-91.917,7.18,85,100,3.44,CA,overcast clouds,2022-02-06 04:55:31
486,Bambous Virieux,-20.3428,57.7575,82.22,83,75,13.8,MU,broken clouds,2022-02-06 04:55:06
487,San Buenaventura,27.0833,-101.5333,43.14,35,50,3.91,MX,scattered clouds,2022-02-06 04:55:31
488,Progreso,21.2833,-89.6667,68.11,79,81,14.9,MX,broken clouds,2022-02-06 04:55:32
489,Norilsk,69.3535,88.2027,-17.01,100,97,1.5,RU,overcast clouds,2022-02-06 04:55:32
490,Yershov,51.3513,48.2766,21.69,97,100,6.87,RU,overcast clouds,2022-02-06 04:55:33
491,Bronnoysund,65.4625,12.1997,32.0,86,100,10.36,NO,overcast clouds,2022-02-06 04:55:34
492,Panaba,21.2833,-88.2667,68.29,93,65,5.99,MX,broken clouds,2022-02-06 04:56:34
493,Iskateley,67.6803,53.1512,3.43,91,100,11.9,RU,overcast clouds,2022-02-06 04:56:34
494,Bandarbeyla,9.4942,50.8122,76.89,67,7,9.28,SO,clear sky,2022-02-06 04:56:35
495,Vestmannaeyjar,63.4427,-20.2734,28.02,78,85,21.92,IS,overcast clouds,2022-02-06 04:56:35
496,Mahajanga,-15.7167,46.3167,84.22,79,40,12.66,MG,scattered clouds,2022-02-06 04:56:36
497,Ust-Ordynskiy,52.805,104.7508,22.84,79,100,4.29,RU,overcast clouds,2022-02-06 04:56:36
498,Nipawin,53.3668,-104.0009,-5.76,84,100,3.44,CA,overcast clouds,2022-02-06 04:56:36
499,Port Blair,11.6667,92.75,86.04,66,20,10.36,IN,few clouds,2022-02-06 04:56:37
500,Tibacuy,4.3511,-72.4564,81.9,51,90,3.69,CO,overcast clouds,2022-02-06 04:56:37
501,Tazovskiy,67.4667,78.7,-19.44,100,79,6.31,RU,broken clouds,2022-02-06 04:56:37
502,Byron Bay,-28.65,153.6167,79.05,64,89,20.4,AU,overcast clouds,2022-02-06 04:56:38
503,Vanavara,60.34,102.2797,15.51,89,98,9.55,RU,overcast clouds,2022-02-06 04:56:38
504,Mount Isa,-20.7333,139.5,92.97,27,40,5.75,AU,scattered clouds,2022-02-06 04:56:39
505,Abu Dhabi,24.4667,54.3667,66.96,64,0,1.99,AE,clear sky,2022-02-06 04:56:17
506,Hambantota,6.1241,81.1185,84.54,61,74,16.11,LK,broken clouds,2022-02-06 04:56:39
507,Carora,10.1755,-70.0827,72.18,72,68,8.03,VE,broken clouds,2022-02-06 04:56:40
508,Botwood,49.1499,-55.3482,20.68,93,100,17.72,CA,snow,2022-02-06 04:56:40
509,Farah,32.5,62.5,49.95,54,67,4.56,AF,broken clouds,2022-02-06 04:56:41
510,Nandu,22.8525,110.8233,63.34,60,96,3.02,CN,light rain,2022-02-06 04:56:41
511,Xihua,33.7833,114.5167,42.17,22,100,7.02,CN,overcast clouds,2022-02-06 04:56:42
512,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.32,76,85,6.15,BR,overcast clouds,2022-02-06 04:56:42
513,Moindou,-21.6924,165.677,85.95,76,84,8.57,NC,heavy intensity rain,2022-02-06 04:56:43
514,Dunedin,-45.8742,170.5036,57.79,61,70,8.01,NZ,broken clouds,2022-02-06 04:56:43
515,Banyo,6.75,11.8167,61.39,27,0,2.21,CM,clear sky,2022-02-06 04:56:44
516,Seoul,37.5683,126.9778,36.91,31,40,11.5,KR,scattered clouds,2022-02-06 04:52:52
517,Nago,26.5881,127.9761,62.76,61,94,11.36,JP,overcast clouds,2022-02-06 04:56:44
518,Kloulklubed,7.0419,134.2556,84.7,79,42,20.89,PW,scattered clouds,2022-02-06 04:56:45
519,Mogadishu,2.0371,45.3438,78.67,78,40,13.8,SO,scattered clouds,2022-02-06 04:56:45
520,Port Macquarie,-31.4333,152.9167,70.9,58,73,16.55,AU,broken clouds,2022-02-06 04:55:26
521,Ugoofaaru,5.6667,73.0,81.19,65,96,7.16,MV,overcast clouds,2022-02-06 04:56:46
522,Rocha,-34.4833,-54.3333,63.46,86,84,8.9,UY,broken clouds,2022-02-06 04:56:46
523,Cerritos,33.8583,-118.0648,63.46,50,0,0.0,US,clear sky,2022-02-06 04:56:47
524,Awbari,26.5921,12.7805,48.61,36,43,8.95,LY,scattered clouds,2022-02-06 04:53:37
525,Comodoro Rivadavia,-45.8667,-67.5,64.26,52,0,2.3,AR,clear sky,2022-02-06 04:56:47
526,Sabha,27.0377,14.4283,49.37,35,9,9.15,LY,clear sky,2022-02-06 04:56:48
527,Avera,33.194,-82.5271,40.51,43,18,10.02,US,few clouds,2022-02-06 04:56:48
528,Sault Sainte Marie,46.5168,-84.3333,19.69,82,100,12.66,CA,overcast clouds,2022-02-06 04:56:48
529,Yantal,56.8471,105.2542,20.32,88,100,11.03,RU,overcast clouds,2022-02-06 04:56:49
530,Bara,10.3744,10.7288,59.76,29,0,7.11,NG,clear sky,2022-02-06 04:56:49
531,Paso De Los Toros,-32.8167,-56.5167,60.44,89,1,10.16,UY,clear sky,2022-02-06 04:56:50
532,Praia Da Vitoria,38.7333,-27.0667,57.45,94,40,15.57,PT,scattered clouds,2022-02-06 04:56:50
533,Coahuayana,18.7333,-103.6833,67.5,87,5,3.06,MX,clear sky,2022-02-06 04:53:45
534,Tokonou,9.65,-9.7833,66.47,20,55,2.21,GN,broken clouds,2022-02-06 04:56:51
535,Kalmunai,7.4167,81.8167,81.52,58,99,8.68,LK,overcast clouds,2022-02-06 04:56:51
536,Ustka,54.5805,16.8619,36.77,96,100,26.31,PL,light rain,2022-02-06 04:57:51
537,Hofn,64.2539,-15.2082,32.65,67,100,20.94,IS,snow,2022-02-06 04:57:52
538,Emerald,-23.5333,148.1667,89.74,27,40,11.5,AU,scattered clouds,2022-02-06 04:57:52
539,Port Keats,-14.25,129.55,84.36,61,100,7.07,AU,light rain,2022-02-06 04:53:44
540,Mayo,38.8876,-76.5119,27.3,61,0,4.0,US,clear sky,2022-02-06 04:57:53
541,Penha,-26.7694,-48.6458,77.16,93,100,4.07,BR,overcast clouds,2022-02-06 04:57:53
542,Port Lincoln,-34.7333,135.8667,79.38,43,6,18.01,AU,clear sky,2022-02-06 04:57:54
543,Inhambane,-23.865,35.3833,78.26,80,56,17.6,MZ,light rain,2022-02-06 04:57:54
544,Kampot,10.6167,104.1833,87.85,46,33,7.92,KH,scattered clouds,2022-02-06 04:57:54
545,Nyakahanga,-1.6033,31.1414,58.28,88,100,2.73,TZ,overcast clouds,2022-02-06 04:57:55
546,Fairbanks,64.8378,-147.7164,8.82,82,100,0.0,US,mist,2022-02-06 04:57:55
547,Candelaria,13.9311,121.4233,82.38,59,81,12.57,PH,broken clouds,2022-02-06 04:57:56
548,Nome,64.5011,-165.4064,-16.4,91,4,8.1,US,clear sky,2022-02-06 04:57:56
549,Kadi,23.3,72.3333,69.66,24,0,4.36,IN,clear sky,2022-02-06 04:57:57
550,Mahon,39.8885,4.2658,50.56,76,100,11.5,ES,overcast clouds,2022-02-06 04:57:57
